"Name","URL","Path"
"18-19_-_M2_-_Mid-Semester_2.pdf","https://drive.google.com/file/d/13fg3xEVtf5UIdhRY_aeLBQSOm1HxqXP5/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Midsem PYQs and Solutions/18-19_-_M2_-_Mid-Semester_2.pdf"
"23-24_-_M2_-_Mid-Semester_2.pdf","https://drive.google.com/file/d/1iUXgXxJObYBu4kD21AkDthQSWEYKn3HL/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Midsem PYQs and Solutions/23-24_-_M2_-_Mid-Semester_2.pdf"
"22-23_-_M2_-_Mid-Semester_2_Solutions.pdf","https://drive.google.com/file/d/174R0JnIumdf6yX_DmsrIDygQZo1igW86/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Midsem PYQs and Solutions/22-23_-_M2_-_Mid-Semester_2_Solutions.pdf"
"21-22_-_M2_-_Mid-Semester_2_OAC_Solutions.pdf","https://drive.google.com/file/d/1N4NDjH3QafPww4eYVMk4-QUD2RJshFWD/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Midsem PYQs and Solutions/21-22_-_M2_-_Mid-Semester_2_OAC_Solutions.pdf"
"23-24_-_M2_-_Mid-Semester_2_Makeup.pdf","https://drive.google.com/file/d/15ZTLNm0UnKT_zOBpbOifMK26i9Elok50/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Midsem PYQs and Solutions/23-24_-_M2_-_Mid-Semester_2_Makeup.pdf"
"22-23_-_M2_-_Mid-Semester_2.pdf","https://drive.google.com/file/d/12Ygcmj72TJ6K84OwoBwooECWvXQ4F7JL/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Midsem PYQs and Solutions/22-23_-_M2_-_Mid-Semester_2.pdf"
"19-20_-_M2_-_Mid-Semester_2_Solutions.pdf","https://drive.google.com/file/d/1aKhJHe5vJ4CRjsFXZvFGkHdZmsuVGlQd/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Midsem PYQs and Solutions/19-20_-_M2_-_Mid-Semester_2_Solutions.pdf"
"21-22_-_M2_-_Mid-Semester_2_OAC.pdf","https://drive.google.com/file/d/1T-MLI6rRAMcyHuxgvr1OT8vA6Xyb3uOX/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Midsem PYQs and Solutions/21-22_-_M2_-_Mid-Semester_2_OAC.pdf"
"20-21_-_M2_-_Mid-Semester_2.pdf","https://drive.google.com/file/d/1jWU0zsXgoZQ9kDj85Rc5l4G6-Mkc6KiR/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Midsem PYQs and Solutions/20-21_-_M2_-_Mid-Semester_2.pdf"
"19-20_-_M2_-_Mid-Semester_2.pdf","https://drive.google.com/file/d/1rflCEu5Yr5FBAlRqBhqpXarNeYw9T0LQ/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Midsem PYQs and Solutions/19-20_-_M2_-_Mid-Semester_2.pdf"
"17-18_-_M2_-_Mid-Semester_2_Set_Y.pdf","https://drive.google.com/file/d/1TtKZA4hdCkYZbu4RUHYJ8y4WCwpCIjD8/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Midsem PYQs and Solutions/17-18_-_M2_-_Mid-Semester_2_Set_Y.pdf"
"17-18_-_M2_-_Mid-Semester_2_Set_X.pdf","https://drive.google.com/file/d/1CLSluEo_bu6M3_YPid-KG9Ac76LBEPGM/view?usp=drivesdk","studywise_drive/Mathematics 2 MATH F112/Midsem PYQs and Solutions/17-18_-_M2_-_Mid-Semester_2_Set_X.pdf"
